mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
38.62762184143067,0.37786727376694446,13.556118774414063,0.29156019805684585,9,0.02,"{'C': 9, 'gamma': 0.02}",0.8926190476190476,0.8909523809523809,0.8928571428571429,0.895,0.8945238095238095,0.8931904761904763,0.0014490594337812318,35
42.809097814559934,1.767823240284908,14.086406183242797,0.14456748373177056,9,0.025,"{'C': 9, 'gamma': 0.025}",0.8942857142857142,0.8914285714285715,0.893095238095238,0.8964285714285715,0.9002380952380953,0.8950952380952379,0.0030438965360946634,19
48.68596858978272,0.6779239563113599,14.80275263786316,0.04913834113957787,9,0.030000000000000002,"{'C': 9, 'gamma': 0.030000000000000002}",0.8952380952380953,0.8926190476190476,0.8935714285714286,0.8966666666666666,0.9007142857142857,0.8957619047619048,0.0028388302020550056,8
55.87237319946289,1.2065240411069247,15.556234169006348,0.1191897742501806,9,0.034999999999999996,"{'C': 9, 'gamma': 0.034999999999999996}",0.895,0.8945238095238095,0.895952380952381,0.8964285714285715,0.9014285714285715,0.8966666666666667,0.0024743582965269842,1
63.58516597747803,0.9733924692148352,16.149662685394286,0.09184459051825285,9,0.04,"{'C': 9, 'gamma': 0.04}",0.8957142857142857,0.8947619047619048,0.8942857142857142,0.8952380952380953,0.8983333333333333,0.8956666666666665,0.0014158160711731918,13
70.30076775550842,1.0658989143988065,16.800466442108153,0.030578626991058795,9,0.045,"{'C': 9, 'gamma': 0.045}",0.895,0.8942857142857142,0.8935714285714286,0.893095238095238,0.8985714285714286,0.8949047619047619,0.001943650631615113,25
24.324161863327028,0.3204327654215668,10.588330364227295,0.1287324931729402,11,0.005,"{'C': 11, 'gamma': 0.005}",0.8807142857142857,0.8826190476190476,0.8835714285714286,0.8861904761904762,0.8833333333333333,0.8832857142857143,0.001765119332652454,52
28.58156394958496,0.3648735338060454,11.919551134109497,0.162769565844579,11,0.01,"{'C': 11, 'gamma': 0.01}",0.8828571428571429,0.8857142857142857,0.8823809523809524,0.8892857142857142,0.8873809523809524,0.8855238095238095,0.0026315717865996163,48
33.05619368553162,0.77761517572369,12.909333515167237,0.23817897725720172,11,0.015,"{'C': 11, 'gamma': 0.015}",0.8878571428571429,0.8885714285714286,0.8864285714285715,0.8914285714285715,0.8907142857142857,0.889,0.0018405855323892929,42
39.87691073417663,0.6719376739603876,13.581463718414307,0.1470069902085409,11,0.02,"{'C': 11, 'gamma': 0.02}",0.8926190476190476,0.8911904761904762,0.8926190476190476,0.895,0.895,0.8932857142857143,0.001493751156319822,32
42.80088558197021,1.5373946933554172,14.056788063049316,0.050653387296894746,11,0.025,"{'C': 11, 'gamma': 0.025}",0.8942857142857142,0.8914285714285715,0.893095238095238,0.8964285714285715,0.9002380952380953,0.8950952380952379,0.0030438965360946634,19
47.99921255111694,0.9575121384038953,14.678886461257935,0.03129551083964698,11,0.030000000000000002,"{'C': 11, 'gamma': 0.030000000000000002}",0.8952380952380953,0.8926190476190476,0.8935714285714286,0.8966666666666666,0.9007142857142857,0.8957619047619048,0.0028388302020550056,8
53.45583472251892,0.3168262809989751,15.275471782684326,0.03345599923498648,11,0.034999999999999996,"{'C': 11, 'gamma': 0.034999999999999996}",0.895,0.8945238095238095,0.895952380952381,0.8964285714285715,0.9014285714285715,0.8966666666666667,0.0024743582965269842,1
59.81519021987915,0.7012207486684947,15.919255208969116,0.04814579481826202,11,0.04,"{'C': 11, 'gamma': 0.04}",0.8957142857142857,0.8947619047619048,0.8942857142857142,0.8952380952380953,0.8983333333333333,0.8956666666666665,0.0014158160711731918,13
66.42524218559265,0.9560969407468174,16.61193175315857,0.11012685514818059,11,0.045,"{'C': 11, 'gamma': 0.045}",0.895,0.8942857142857142,0.8935714285714286,0.893095238095238,0.8985714285714286,0.8949047619047619,0.001943650631615113,25
24.787202548980712,1.0593956589466957,10.536816835403442,0.07464447801916621,13,0.005,"{'C': 13, 'gamma': 0.005}",0.8807142857142857,0.8821428571428571,0.8819047619047619,0.8854761904761905,0.8826190476190476,0.8825714285714286,0.0015822140691272868,53
30.247671604156494,0.21553545535802887,11.852291822433472,0.08589547007311055,13,0.01,"{'C': 13, 'gamma': 0.01}",0.8828571428571429,0.8854761904761905,0.8821428571428571,0.8892857142857142,0.8864285714285715,0.8852380952380953,0.0025731916354488045,49
34.505950355529784,0.8238892806638215,12.991703653335572,0.3144442969129806,13,0.015,"{'C': 13, 'gamma': 0.015}",0.8878571428571429,0.8883333333333333,0.8861904761904762,0.8916666666666667,0.8907142857142857,0.888952380952381,0.00198406349104759,43
40.58219137191772,0.74010805602414,13.64999737739563,0.18152437178895037,13,0.02,"{'C': 13, 'gamma': 0.02}",0.8926190476190476,0.8911904761904762,0.8926190476190476,0.895,0.895,0.8932857142857143,0.001493751156319822,32
43.298970985412595,1.0654941354631842,14.05517020225525,0.06774516357265925,13,0.025,"{'C': 13, 'gamma': 0.025}",0.8942857142857142,0.8914285714285715,0.893095238095238,0.8964285714285715,0.9002380952380953,0.8950952380952379,0.0030438965360946634,19
48.58745098114014,0.31119443222600274,14.706602334976196,0.051106741427383064,13,0.030000000000000002,"{'C': 13, 'gamma': 0.030000000000000002}",0.8952380952380953,0.8926190476190476,0.8935714285714286,0.8966666666666666,0.9007142857142857,0.8957619047619048,0.0028388302020550056,8
54.15790028572083,0.35469585617137367,15.280974769592286,0.049723666721165974,13,0.034999999999999996,"{'C': 13, 'gamma': 0.034999999999999996}",0.895,0.8945238095238095,0.895952380952381,0.8964285714285715,0.9014285714285715,0.8966666666666667,0.0024743582965269842,1
59.44212236404419,0.9214357005543284,16.020183849334718,0.1206542725533634,13,0.04,"{'C': 13, 'gamma': 0.04}",0.8957142857142857,0.8947619047619048,0.8942857142857142,0.8952380952380953,0.8983333333333333,0.8956666666666665,0.0014158160711731918,13
69.58019723892212,1.2351626179622157,16.777048969268797,0.13014336742677168,13,0.045,"{'C': 13, 'gamma': 0.045}",0.895,0.8942857142857142,0.8935714285714286,0.893095238095238,0.8985714285714286,0.8949047619047619,0.001943650631615113,25
23.376138401031493,0.5493387300964974,10.53012318611145,0.035519891390037917,15,0.005,"{'C': 15, 'gamma': 0.005}",0.8797619047619047,0.8814285714285715,0.8804761904761905,0.8828571428571429,0.8823809523809524,0.8813809523809525,0.0011507662831994898,54
27.905053997039794,0.9021370415339209,11.854165410995483,0.10682620754916693,15,0.01,"{'C': 15, 'gamma': 0.01}",0.8823809523809524,0.885,0.8821428571428571,0.8890476190476191,0.8859523809523809,0.8849047619047619,0.0025403768892093776,51
31.9703369140625,0.820319326059512,12.622449445724488,0.07588427671837805,15,0.015,"{'C': 15, 'gamma': 0.015}",0.8878571428571429,0.8883333333333333,0.8864285714285715,0.8916666666666667,0.8909523809523809,0.8890476190476191,0.0019633836312465064,41
37.645870733261106,0.5494211645734042,13.390908002853394,0.06958498500680663,15,0.02,"{'C': 15, 'gamma': 0.02}",0.8926190476190476,0.8911904761904762,0.8926190476190476,0.895,0.895,0.8932857142857143,0.001493751156319822,32
43.228126239776614,0.4439986854473766,14.038861417770386,0.06683839577905334,15,0.025,"{'C': 15, 'gamma': 0.025}",0.8942857142857142,0.8914285714285715,0.893095238095238,0.8964285714285715,0.9002380952380953,0.8950952380952379,0.0030438965360946634,19
48.41326470375061,0.4843711788848291,14.656845378875733,0.07025919211070321,15,0.030000000000000002,"{'C': 15, 'gamma': 0.030000000000000002}",0.8952380952380953,0.8926190476190476,0.8935714285714286,0.8966666666666666,0.9007142857142857,0.8957619047619048,0.0028388302020550056,8
53.71647124290466,0.5230623420210488,15.306582832336426,0.07336415228111744,15,0.034999999999999996,"{'C': 15, 'gamma': 0.034999999999999996}",0.895,0.8945238095238095,0.895952380952381,0.8964285714285715,0.9014285714285715,0.8966666666666667,0.0024743582965269842,1
60.300192260742186,0.3526461121680594,15.947646570205688,0.04760580056079265,15,0.04,"{'C': 15, 'gamma': 0.04}",0.8957142857142857,0.8947619047619048,0.8942857142857142,0.8952380952380953,0.8983333333333333,0.8956666666666665,0.0014158160711731918,13
68.238263463974,2.6822288415910003,16.60784764289856,0.04208393264272075,15,0.045,"{'C': 15, 'gamma': 0.045}",0.895,0.8942857142857142,0.8935714285714286,0.893095238095238,0.8985714285714286,0.8949047619047619,0.001943650631615113,25
