mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7151707649230957,0.0364635152738292,0.003297853469848633,0.00027079587672079037,0.001,log_loss,log2,"{'ccp_alpha': 0.001, 'criterion': 'log_loss', 'max_features': 'log2'}",0.26095238095238094,0.3466666666666667,0.3047619047619048,0.32452380952380955,0.33285714285714285,0.3139523809523809,0.029775273188067254,29
27.470731592178346,1.3197237946121188,0.0031556606292724608,0.00022314330390612466,0.003,gini,,"{'ccp_alpha': 0.003, 'criterion': 'gini', 'max_features': None}",0.7421428571428571,0.7485714285714286,0.75,0.7402380952380953,0.7397619047619047,0.7441428571428571,0.004297866369350986,10
0.7305685043334961,0.02249560138207876,0.0028676509857177733,0.00018428904253379224,0.003,gini,sqrt,"{'ccp_alpha': 0.003, 'criterion': 'gini', 'max_features': 'sqrt'}",0.2826190476190476,0.31833333333333336,0.2538095238095238,0.36428571428571427,0.3861904761904762,0.321047619047619,0.04923049586746013,28
0.35907621383666993,0.015112108959540408,0.00270695686340332,8.498107767186952e-05,0.003,gini,log2,"{'ccp_alpha': 0.003, 'criterion': 'gini', 'max_features': 'log2'}",0.24619047619047618,0.18904761904761905,0.10261904761904762,0.26,0.16738095238095238,0.19304761904761905,0.05684872714298692,43
28.838324356079102,0.26832144416043646,0.0041523933410644535,0.0021376261058381803,0.003,entropy,,"{'ccp_alpha': 0.003, 'criterion': 'entropy', 'max_features': None}",0.7604761904761905,0.7723809523809524,0.77,0.7621428571428571,0.7564285714285715,0.7642857142857142,0.005983726987599907,4
1.502828884124756,0.042276633820742676,0.0035721302032470704,0.0007591273407197201,0.003,entropy,sqrt,"{'ccp_alpha': 0.003, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.439047619047619,0.4630952380952381,0.4692857142857143,0.4766666666666667,0.4926190476190476,0.46814285714285714,0.017578718322690114,21
0.7178971767425537,0.037949642359869355,0.002985382080078125,7.140094707872228e-05,0.003,entropy,log2,"{'ccp_alpha': 0.003, 'criterion': 'entropy', 'max_features': 'log2'}",0.2219047619047619,0.30523809523809525,0.27595238095238095,0.2773809523809524,0.2935714285714286,0.2748095238095238,0.02858229951919525,34
28.78302459716797,0.2865649722111695,0.0032657623291015626,0.00018460426496459136,0.003,log_loss,,"{'ccp_alpha': 0.003, 'criterion': 'log_loss', 'max_features': None}",0.7604761904761905,0.7723809523809524,0.77,0.7621428571428571,0.7564285714285715,0.7642857142857142,0.005983726987599907,4
1.489651584625244,0.048718297385987985,0.002921390533447266,2.1660901971619904e-05,0.003,log_loss,sqrt,"{'ccp_alpha': 0.003, 'criterion': 'log_loss', 'max_features': 'sqrt'}",0.439047619047619,0.4630952380952381,0.4692857142857143,0.4766666666666667,0.4926190476190476,0.46814285714285714,0.017578718322690114,21
0.71921706199646,0.035977738805069374,0.0030220985412597657,0.00018540030879771,0.003,log_loss,log2,"{'ccp_alpha': 0.003, 'criterion': 'log_loss', 'max_features': 'log2'}",0.2219047619047619,0.30523809523809525,0.27595238095238095,0.2773809523809524,0.2935714285714286,0.2748095238095238,0.02858229951919525,34
27.4895067691803,1.2994926656678214,0.003250312805175781,0.0002874671408729945,0.005,gini,,"{'ccp_alpha': 0.005, 'criterion': 'gini', 'max_features': None}",0.719047619047619,0.7335714285714285,0.7345238095238096,0.7207142857142858,0.7280952380952381,0.7271904761904763,0.006380597005029355,14
0.7310517311096192,0.019174231932101903,0.002920866012573242,0.00023517142629221616,0.005,gini,sqrt,"{'ccp_alpha': 0.005, 'criterion': 'gini', 'max_features': 'sqrt'}",0.23904761904761904,0.26261904761904764,0.21452380952380953,0.32452380952380955,0.25761904761904764,0.2596666666666667,0.03655784718054649,36
0.3545226573944092,0.01361267020086965,0.0027997493743896484,0.00024376935034611097,0.005,gini,log2,"{'ccp_alpha': 0.005, 'criterion': 'gini', 'max_features': 'log2'}",0.23761904761904762,0.185,0.10261904761904762,0.20857142857142857,0.10261904761904762,0.16728571428571432,0.05536901562387093,44
28.842168140411378,0.2533520185492026,0.0053326129913330075,0.003490248413190415,0.005,entropy,,"{'ccp_alpha': 0.005, 'criterion': 'entropy', 'max_features': None}",0.7511904761904762,0.7623809523809524,0.7616666666666667,0.7538095238095238,0.7521428571428571,0.7562380952380953,0.004803154670066399,6
1.4902715682983398,0.0527780038925622,0.0028156757354736326,1.0457203042289465e-05,0.005,entropy,sqrt,"{'ccp_alpha': 0.005, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.39285714285714285,0.43738095238095237,0.44142857142857145,0.4216666666666667,0.4607142857142857,0.43080952380952386,0.022690163891320083,24
0.7126099109649658,0.03704577058476395,0.002761173248291016,2.7224186441871445e-05,0.005,entropy,log2,"{'ccp_alpha': 0.005, 'criterion': 'entropy', 'max_features': 'log2'}",0.20809523809523808,0.27976190476190477,0.25761904761904764,0.2611904761904762,0.2704761904761905,0.25542857142857145,0.024887684211208277,38
28.71279172897339,0.28706474807301696,0.0032109737396240233,8.407754710450085e-05,0.005,log_loss,,"{'ccp_alpha': 0.005, 'criterion': 'log_loss', 'max_features': None}",0.7511904761904762,0.7623809523809524,0.7616666666666667,0.7538095238095238,0.7521428571428571,0.7562380952380953,0.004803154670066399,6
1.4904898166656495,0.04566821073246248,0.0028369903564453127,2.280328821284652e-05,0.005,log_loss,sqrt,"{'ccp_alpha': 0.005, 'criterion': 'log_loss', 'max_features': 'sqrt'}",0.39285714285714285,0.43738095238095237,0.44142857142857145,0.4216666666666667,0.4607142857142857,0.43080952380952386,0.022690163891320083,24
0.712989616394043,0.03606041151390806,0.002757835388183594,4.297633605337234e-05,0.005,log_loss,log2,"{'ccp_alpha': 0.005, 'criterion': 'log_loss', 'max_features': 'log2'}",0.20809523809523808,0.27976190476190477,0.25761904761904764,0.2611904761904762,0.2704761904761905,0.25542857142857145,0.024887684211208277,38
27.381369256973265,1.3101414667833942,0.0029512882232666016,0.0001854483158755383,0.01,gini,,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_features': None}",0.6816666666666666,0.6897619047619048,0.6814285714285714,0.6883333333333334,0.6888095238095238,0.686,0.0036651202675988493,15
0.7299880027770996,0.021062515879190207,0.0026990890502929686,0.0001742234953513156,0.01,gini,sqrt,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_features': 'sqrt'}",0.10261904761904762,0.17166666666666666,0.21452380952380953,0.29428571428571426,0.23523809523809525,0.20366666666666666,0.0641265401524785,42
0.35358099937438964,0.012970105814230035,0.002449178695678711,2.776797639757119e-05,0.01,gini,log2,"{'ccp_alpha': 0.01, 'criterion': 'gini', 'max_features': 'log2'}",0.10261904761904762,0.10261904761904762,0.10261904761904762,0.10261904761904762,0.10261904761904762,0.10261904761904764,1.3877787807814457e-17,45
28.740166997909547,0.2880826435694476,0.0031601428985595704,0.00024093211826031462,0.01,entropy,,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_features': None}",0.7352380952380952,0.7421428571428571,0.7409523809523809,0.7364285714285714,0.7388095238095238,0.7387142857142857,0.002610809554642419,11
1.4857630729675293,0.04932622680343267,0.0027634620666503905,5.832995199333233e-05,0.01,entropy,sqrt,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_features': 'sqrt'}",0.3311904761904762,0.3380952380952381,0.38452380952380955,0.38285714285714284,0.3692857142857143,0.3611904761904762,0.02241790262885098,26
0.7136944770812989,0.03651971639667497,0.0027155399322509764,3.303569678907111e-05,0.01,entropy,log2,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_features': 'log2'}",0.20666666666666667,0.25833333333333336,0.2369047619047619,0.22642857142857142,0.2257142857142857,0.2308095238095238,0.01686857293414198,40
28.730612421035765,0.25649845016860096,0.0033547401428222655,0.00032846139105916145,0.01,log_loss,,"{'ccp_alpha': 0.01, 'criterion': 'log_loss', 'max_features': None}",0.7352380952380952,0.7421428571428571,0.7409523809523809,0.7364285714285714,0.7388095238095238,0.7387142857142857,0.002610809554642419,11
1.498084545135498,0.04819700933684368,0.0029488086700439455,0.00028583686755108607,0.01,log_loss,sqrt,"{'ccp_alpha': 0.01, 'criterion': 'log_loss', 'max_features': 'sqrt'}",0.3311904761904762,0.3380952380952381,0.38452380952380955,0.38285714285714284,0.3692857142857143,0.3611904761904762,0.02241790262885098,26
0.7133298873901367,0.03558845513726393,0.0027221202850341796,2.6794939074386345e-05,0.01,log_loss,log2,"{'ccp_alpha': 0.01, 'criterion': 'log_loss', 'max_features': 'log2'}",0.20666666666666667,0.25833333333333336,0.2369047619047619,0.22642857142857142,0.2257142857142857,0.2308095238095238,0.01686857293414198,40
